client_sk,client_id,first_name,last_name,date_of_birth,gender,city,country,acquisition_channel
1006,CL-001006,Joana,Wohlgemut,1981-12-02,Female,Hamburg,Germany,Referral
1007,CL-001007,Tülay,Mude,1999-09-15,Female,Hamburg,Germany,Event
1008,CL-001008,Siegrun,Wähner,1989-10-22,Female,Düsseldorf,Germany,Partner
1009,CL-001009,Annaliese,Trapp,1949-09-15,Female,Köln,Germany,Web
1010,CL-001010,Karen,Hänel,1978-06-23,Female,Nürnberg,Germany,Partner
1011,CL-001011,Gabriela,Spieß,1972-11-10,Female,Nürnberg,Germany,Referral
1012,CL-001012,Jonathan,Kohl,1961-08-29,Male,Frankfurt,Germany,Partner
1013,CL-001013,Wojciech,Gerlach,1971-08-03,Male,Frankfurt,Germany,Referral
1014,CL-001014,Tina,Reichmann,1963-08-09,Female,Hamburg,Switzerland,Web
1015,CL-001015,Jürgen,Klapp,1986-04-20,Male,Düsseldorf,Germany,Referral
1016,CL-001016,Patrizia,Ullmann,1986-08-20,Female,Berlin,Germany,Referral
1017,CL-001017,Marcella,Süßebier,1958-04-19,Female,Hamburg,Germany,Web
1018,CL-001018,Leo,Nette,1953-05-23,Male,München,Germany,Partner
1019,CL-001019,Woldemar,Hentschel,1959-04-18,Male,Essen,Germany,Referral
1020,CL-001020,Karl-Heinz,Huhn,1955-08-12,Male,Frankfurt,Germany,Referral
1021,CL-001021,Werner,Huhn,1992-10-14,Male,Hamburg,Germany,Referral
1022,CL-001022,Friedrich-Karl,Tlustek,1954-05-31,Male,Hannover,Germany,Partner
1023,CL-001023,Muharrem,Tlustek,1973-08-02,Male,München,Switzerland,Partner
1024,CL-001024,Frida,Naser,1964-01-17,Female,Stuttgart,Germany,Referral
1025,CL-001025,Kristina,Ullmann,1958-12-01,Female,Frankfurt,Germany,Web
1026,CL-001026,Friedrich,Eberhardt,1979-05-02,Male,Bochum,Germany,Web
1027,CL-001027,Mijo,Ring,1966-02-23,Male,Berlin,Germany,Web
1028,CL-001028,Tabea,Kroker,1995-12-31,Female,Hamburg,Germany,Referral
1029,CL-001029,Gesa,Wirth,1995-01-23,Female,Hannover,Germany,Web
1030,CL-001030,Camilla,Hoffmann,1943-03-04,Female,Hamburg,Germany,Referral
1031,CL-001031,Eva-Marie,Trüb,1945-09-08,Female,München,Germany,Partner
1032,CL-001032,Hajo,Margraf,1984-12-12,Male,Berlin,Germany,Referral
1033,CL-001033,Fernando,Weinhold,1972-11-28,Male,Bochum,Germany,Web
1034,CL-001034,Dietlind,Gutknecht,1996-08-25,Female,Essen,Germany,Referral
1035,CL-001035,Julius,Hiller,2003-10-20,Male,Berlin,Germany,Referral
1036,CL-001036,Krystyna,Textor,1958-10-17,Female,Berlin,Germany,Partner
1037,CL-001037,Charles,Dörr,1982-03-16,Male,Frankfurt,Austria,Referral
1038,CL-001038,Pavel,Schaaf,1956-08-04,Male,Köln,Germany,Web
1039,CL-001039,Ekaterina,Binner,1985-11-21,Female,Düsseldorf,Germany,Referral
1040,CL-001040,Torben,Radisch,1955-09-01,Male,Köln,Germany,Web
1041,CL-001041,Marco,Heintze,1943-11-18,Male,Berlin,Germany,Referral
1042,CL-001042,Berend,Lehmann,1962-10-14,Male,Hamburg,Germany,Partner
1043,CL-001043,Ortwin,Mude,1947-02-25,Male,Hamburg,Germany,Web
1044,CL-001044,Miodrag,Winkler,1949-08-30,Male,Essen,Germany,Web
1045,CL-001045,Adina,Rogner,2006-11-09,Female,Berlin,Germany,Event
1046,CL-001046,Uschi,Franke,1967-12-31,Female,Berlin,Germany,Event
1047,CL-001047,Margarethe,Mülichen,1972-10-19,Female,Hamburg,Germany,Web
1048,CL-001048,Margarete,Gute,1991-10-01,Female,Frankfurt,Germany,Web
1049,CL-001049,Wolfram,Hövel,1962-03-01,Male,Berlin,Germany,Partner
1050,CL-001050,Friedhold,Seidel,1944-05-02,Male,Berlin,Germany,Referral
1051,CL-001051,Udo,Wilmsen,1946-05-25,Male,Bochum,Germany,Referral
1052,CL-001052,Massimo,Ruppersberger,1956-02-10,Male,Köln,Austria,Event
1053,CL-001053,Jozef,Warmer,1989-07-08,Male,Köln,Germany,Referral
1054,CL-001054,Silvio,Bender,2002-06-15,Male,Köln,Germany,Referral
1055,CL-001055,Türkan,Gertz,1968-09-29,Female,Berlin,Germany,Partner
1056,CL-001056,Thilo,Gierschner,2003-11-11,Male,Berlin,Germany,Referral
1057,CL-001057,Vassilios,Beier,2008-03-01,Male,Stuttgart,Germany,Partner
1058,CL-001058,Semra,Kruschwitz,1993-12-05,Female,Berlin,Germany,Partner
1059,CL-001059,Ivo,Gotthard,2004-01-17,Male,Essen,Germany,Referral
1060,CL-001060,Nelly,Hoffmann,1999-12-21,Female,Frankfurt,Germany,Web
1061,CL-001061,Alfredo,Anders,1960-08-12,Male,Köln,Germany,Web
1062,CL-001062,Karlheinz,Schleich,1947-08-11,Male,Köln,Germany,Partner
1063,CL-001063,Urte,Käster,1959-09-03,Female,Hamburg,Germany,Web
1064,CL-001064,Henry,Segebahn,1977-04-12,Male,Berlin,Germany,Event
1065,CL-001065,Jonas,Nohlmans,2000-10-27,Male,Bochum,Germany,Partner
1066,CL-001066,Vera,Eimer,1998-03-23,Female,Köln,Germany,Referral
1067,CL-001067,Jann,Mosemann,1958-11-16,Male,Hamburg,Germany,Partner
1068,CL-001068,Corinne,Dowerg,1962-10-24,Female,Köln,Germany,Referral
1069,CL-001069,Cathrin,Wagenknecht,1971-07-16,Female,München,Germany,Referral
1070,CL-001070,Markus,Hertrampf,1989-03-17,Male,Stuttgart,Germany,Event
1071,CL-001071,Dogan,Austermühle,1990-06-08,Male,Düsseldorf,Germany,Referral
1072,CL-001072,Gerlinde,Zobel,1960-05-20,Female,Köln,Austria,Web
1073,CL-001073,Karlheinz,Steuer,1991-11-04,Male,Düsseldorf,Germany,Partner
1074,CL-001074,Corinne,Gertz,1981-11-19,Female,Hamburg,Germany,Web
1075,CL-001075,Stanislav,Schwital,2001-05-09,Male,Hamburg,Germany,Referral
1076,CL-001076,Helga,Loos,1975-05-17,Female,Köln,Germany,Partner
1077,CL-001077,Gottlob,Christoph,1967-08-02,Male,Frankfurt,Germany,Referral
1078,CL-001078,Mesut,Dehmel,1952-11-18,Male,Köln,Germany,Event
1079,CL-001079,Fridolin,Müller,1962-05-01,,Frankfurt,Germany,Web
1080,CL-001080,Valerie,Hering,1940-10-09,Female,Bochum,Germany,Referral
1081,CL-001081,Johannes,Kraus,1956-05-02,,Bochum,Germany,Partner
1082,CL-001082,Hellmuth,Weller,1958-06-24,Male,Hamburg,Germany,Referral
1083,CL-001083,Winfried,Jüttner,1960-11-08,Male,Dortmund,Germany,Referral
1084,CL-001084,Klaus-D.,Ullrich,1979-04-17,Male,Düsseldorf,Germany,Referral
1085,CL-001085,Adolf,Heß,1984-10-16,Male,Stuttgart,Germany,Partner
1086,CL-001086,Gordana,Süßebier,1956-05-22,Female,Frankfurt,Germany,Referral
1087,CL-001087,Anthony,Stahr,1948-05-09,Male,Hamburg,Germany,Referral
1088,CL-001088,Irmingard,Jäntsch,1951-03-06,Female,Berlin,Germany,Referral
1089,CL-001089,Helga,Striebitz,1974-07-04,Female,Stuttgart,Germany,Partner
1090,CL-001090,Ulrike,Tlustek,1992-09-11,Female,Frankfurt,Germany,Web
1091,CL-001091,Franka,Stumpf,1948-04-19,Female,Frankfurt,Germany,Referral
1092,CL-001092,Mandy,Hübel,1965-04-27,Female,Köln,Germany,Referral
1093,CL-001093,Lotti,Hartung,1955-03-22,Female,Köln,Germany,Referral
1094,CL-001094,Waltrud,Eimer,1972-11-06,Female,Köln,Germany,Partner
1095,CL-001095,Carmen,Metz,1991-03-12,Female,München,Germany,Referral
1096,CL-001096,Laszlo,Köster,1968-08-09,Male,Frankfurt,Germany,Event
1097,CL-001097,Niko,Rogner,2002-06-04,Male,München,Germany,Referral
1098,CL-001098,Isabell,Wernecke,1976-11-20,Female,Köln,Germany,Event
1099,CL-001099,Rolf-Dieter,Stadelmann,1996-06-28,Male,Berlin,Germany,Partner
1100,CL-001100,Elmar,Wiek,1957-02-23,Male,Köln,Germany,Referral
1101,CL-001101,Marion,Wende,1980-11-08,Female,Hannover,Germany,Partner
1102,CL-001102,Stella,Zirme,1945-11-17,Female,Hamburg,Germany,Referral
1103,CL-001103,Karoline,Matthäi,1976-04-01,Female,Hamburg,Germany,Referral
1104,CL-001104,Nikolai,Klotz,1945-08-16,Male,Düsseldorf,Germany,Web
1105,CL-001105,Trude,Rose,1947-12-11,Female,Dortmund,Germany,Referral
1106,CL-001106,Anthony,Rogge,2001-10-01,Male,Berlin,Germany,Event
1107,CL-001107,Janos,Gutknecht,1979-04-13,Male,Berlin,Germany,Event
1108,CL-001108,Juergen,Fischer,1951-07-04,Male,Berlin,Germany,Referral
1109,CL-001109,Gaby,Pölitz,1970-05-18,Female,Frankfurt,Germany,Referral
1110,CL-001110,Berit,Stiffel,1954-04-15,Female,Leipzig,Germany,Event
1111,CL-001111,Ortwin,Säuberlich,1973-07-28,Male,Berlin,Germany,Event
1112,CL-001112,Antoinette,Pergande,1970-08-16,Female,München,Switzerland,Referral
1113,CL-001113,Rouven,Blümel,1971-03-02,Male,Hamburg,Germany,Referral
1114,CL-001114,Birthe,Peukert,1968-07-30,Female,Düsseldorf,Germany,Web
1115,CL-001115,Irene,Rose,1944-03-28,Female,Leipzig,Germany,Referral
1116,CL-001116,Karl-Hermann,Misicher,1986-02-02,Male,Köln,Germany,Web
1117,CL-001117,Ronald,Jäntsch,1989-07-12,Male,Bochum,Germany,Referral
1118,CL-001118,Alice,Kroker,1957-08-16,Female,Stuttgart,Germany,Partner
1119,CL-001119,Rüdiger,Adler,1991-01-23,Male,Essen,Germany,Web
1120,CL-001120,Donata,Sager,1945-04-12,Female,Frankfurt,Germany,Partner
1121,CL-001121,Angelica,Löchel,1963-10-03,Female,Köln,Germany,Partner
1122,CL-001122,Niklas,Bolnbach,1977-02-18,Male,Bochum,Germany,Partner
1123,CL-001123,Anna-Maria,Bohnbach,2007-06-01,Female,Hamburg,Germany,Web
1124,CL-001124,Volker,Mude,1942-06-20,Male,Stuttgart,Germany,Referral
1125,CL-001125,Friedo,Lange,1952-07-22,Male,Frankfurt,Germany,Web
1126,CL-001126,Raphael,Ernst,1992-06-03,Male,Köln,Germany,Referral
1127,CL-001127,Marian,Vollbrecht,1984-04-05,Male,Frankfurt,Germany,Referral
1128,CL-001128,Wolfhard,Linke,1965-10-16,Male,Berlin,Germany,Referral
1129,CL-001129,Sylke,Kranz,1970-10-31,Female,Köln,Germany,Referral
1130,CL-001130,Stefani,Kostolzin,1965-11-14,Female,Stuttgart,Germany,Referral
1131,CL-001131,Annemarie,Stoll,2005-12-01,Female,München,Germany,Referral
1132,CL-001132,Maria-Luise,Reuter,1949-05-11,Female,Stuttgart,Germany,Referral
1133,CL-001133,Margarita,Keudel,1948-05-19,Female,Berlin,Austria,Referral
1134,CL-001134,Cilly,Renner,1967-01-21,Female,München,Germany,Referral
1135,CL-001135,Katarina,Eckbauer,1989-11-03,Female,Köln,Germany,Event
1136,CL-001136,Zofia,Hauffer,1997-02-12,Female,Nürnberg,Germany,Referral
1137,CL-001137,Abraham,Wernecke,1941-11-09,Male,Bochum,Germany,Referral
1138,CL-001138,Zita,Huhn,1971-10-26,Female,Essen,Germany,Referral
1139,CL-001139,Mariele,Tschentscher,1977-05-11,Female,Leipzig,Germany,Partner
1140,CL-001140,Heinfried,Reichmann,1966-02-12,Male,Düsseldorf,Germany,Web
1141,CL-001141,Samir,Hein,1957-02-24,Male,Hamburg,Germany,Referral
1142,CL-001142,Irmela,Kensy,1950-11-12,Female,Hamburg,Germany,Partner
1143,CL-001143,Frederic,Graf,2004-02-06,Male,Düsseldorf,Germany,Web
1144,CL-001144,Stilla,van der Dussen,1992-05-26,Female,Köln,Germany,Referral
1145,CL-001145,Beatrice,Beckmann,1995-05-24,Female,Frankfurt,Germany,Web
1146,CL-001146,Max,Lindner,1982-02-25,Male,Berlin,Germany,Partner
1147,CL-001147,Ottilie,Bachmann,1956-09-07,Female,Dortmund,Germany,Partner
1148,CL-001148,Danuta,Börner,1947-03-05,Female,Hamburg,Germany,Event
1149,CL-001149,Konstantin,Beer,1970-09-09,Male,Berlin,Germany,Web
1150,CL-001150,Kristian,Steinberg,1988-03-02,Male,München,Germany,Event
1151,CL-001151,Sükrü,Biggen,1956-12-17,Male,Hamburg,Germany,Referral
1152,CL-001152,Pavel,Beyer,1967-09-07,Male,Hamburg,Germany,Referral
1153,CL-001153,Imke,Heintze,1977-01-14,Female,Hamburg,Switzerland,Web
1154,CL-001154,Dolores,Wende,1999-02-01,Female,Frankfurt,Germany,Partner
1155,CL-001155,Peggy,Blümel,1949-11-05,Female,Köln,Germany,Referral
1156,CL-001156,Janko,Hoffmann,1956-03-30,Male,Dortmund,Germany,Referral
1157,CL-001157,Ryszard,Wagenknecht,1979-07-07,Male,Hannover,Germany,Web
1158,CL-001158,Gisbert,Rust,1980-12-30,Male,Hamburg,Germany,Event
1159,CL-001159,Paula,Steinberg,1996-01-01,Female,Berlin,Germany,Referral
1160,CL-001160,Goran,Hellwig,1960-11-04,Male,Frankfurt,Germany,Partner
1161,CL-001161,Thaddäus,Fechner,2007-05-21,Male,Düsseldorf,Germany,Referral
1162,CL-001162,Gertrude,Pölitz,1955-05-09,,Nürnberg,Germany,Event
1163,CL-001163,Henrike,Jacob,1959-01-12,Female,Berlin,Germany,Event
1164,CL-001164,Ante,Roht,2004-11-08,Male,Berlin,Germany,Partner
1165,CL-001165,Lili,Wähner,2002-05-05,Female,Dortmund,Germany,Referral
1166,CL-001166,Diethard,Schomber,1986-07-01,Male,Leipzig,Germany,Event
1167,CL-001167,Heinrich,Röhricht,1974-01-13,Male,Stuttgart,Germany,Referral
1168,CL-001168,Angelina,Kaul,2004-05-20,Female,Frankfurt,Germany,Web
1169,CL-001169,Mario,Steckel,1966-03-31,Male,Hamburg,Germany,Referral
1170,CL-001170,Raissa,Pruschke,1961-12-31,Female,München,Germany,Web
1171,CL-001171,Marzena,Lindau,1968-02-03,Female,Berlin,Germany,Web
1172,CL-001172,Clemens,Jacob,1965-12-04,Male,Hamburg,Germany,Partner
1173,CL-001173,Ditmar,Wende,1976-11-30,Male,Hamburg,Germany,Partner
1174,CL-001174,Wilhelm,Hendriks,1998-02-08,,Stuttgart,Germany,Event
1175,CL-001175,Hendrik,Jacob,1998-08-31,,Dortmund,Germany,Referral
1176,CL-001176,Nikolaus,Fechner,1995-02-21,Male,Hamburg,Germany,Referral
1177,CL-001177,Irmhild,Bohlander,1978-07-31,Female,Berlin,Germany,Web
1178,CL-001178,Henriette,Lindau,1978-03-26,Female,Frankfurt,Germany,Partner
1179,CL-001179,Katarzyna,Eimer,1966-09-28,Female,München,Germany,Partner
1180,CL-001180,Erwin,Hermighausen,1954-02-22,Male,Nürnberg,Germany,Referral
1181,CL-001181,Georgia,Seifert,1945-09-09,Female,Frankfurt,Germany,Web
1182,CL-001182,Victor,Mende,1997-12-15,Male,Berlin,Germany,Referral
1183,CL-001183,Gundel,Davids,1976-10-04,Female,München,Germany,Web
1184,CL-001184,Othmar,Grein Groth,1943-10-25,Male,München,Germany,Partner
1185,CL-001185,Frank-Peter,Kostolzin,1986-02-25,Male,Stuttgart,Germany,Partner
1186,CL-001186,Lisette,Schleich,1942-12-31,Female,Düsseldorf,Germany,Referral
1187,CL-001187,Süleyman,Briemer,1953-02-10,Male,Hamburg,Germany,Partner
1188,CL-001188,Roman,Wesack,1980-04-17,Male,München,Germany,Web
1189,CL-001189,Mirjam,Steckel,1978-05-04,Female,Bochum,Germany,Referral
1190,CL-001190,Elias,Naser,1954-07-10,Male,München,Germany,Web
1191,CL-001191,Sylvio,Kade,1960-12-09,Male,Bochum,Germany,Event
1192,CL-001192,Wojciech,Austermühle,1954-09-21,Male,Berlin,Germany,Event
1193,CL-001193,Valeska,Grein Groth,2005-10-11,Female,Düsseldorf,Germany,Partner
1194,CL-001194,Pawel,Drubin,1991-02-18,Male,Stuttgart,Germany,Referral
1195,CL-001195,Norma,Naser,2002-07-15,Female,München,Germany,Referral
1196,CL-001196,Erwin,Textor,1981-06-09,Male,Hamburg,Germany,Referral
1197,CL-001197,Nikolai,Haase,1967-04-20,Male,Essen,Germany,Referral
1198,CL-001198,Traudl,Henck,1977-11-17,Female,Hamburg,Germany,Web
1199,CL-001199,Gordon,Wulf,1959-07-28,Male,Köln,Germany,Referral
1200,CL-001200,Hanife,Mohaupt,1976-08-15,Female,Frankfurt,Germany,Partner
1201,CL-001201,Marten,Klemt,1961-04-18,Male,Köln,Germany,Referral
1202,CL-001202,Ellinor,Klingelhöfer,1975-03-17,Female,Düsseldorf,Germany,Referral
1203,CL-001203,Susi,Oestrovsky,1972-01-08,Female,Köln,Germany,Referral
1204,CL-001204,Arzu,Ullmann,1972-04-04,Female,Frankfurt,Germany,Web
1205,CL-001205,Olena,Juncken,2002-07-12,Female,Hamburg,Germany,Web
1206,CL-001206,Danica,Koch II,1961-08-08,Female,Köln,Germany,Referral
1207,CL-001207,Harro,Bien,1978-08-03,Male,Köln,Germany,Web
1208,CL-001208,Steve,Hartung,1990-10-01,Male,Köln,Germany,Referral
1209,CL-001209,Camilla,Bachmann,1958-01-20,Female,München,Germany,Web
1210,CL-001210,Karl-Ernst,Sauer,1979-09-20,Male,Stuttgart,Germany,Event
1211,CL-001211,Mira,Lindau,1960-05-25,Female,Düsseldorf,Austria,Event
1212,CL-001212,Cornelius,Gunpf,1962-10-03,Male,Frankfurt,Germany,Web
1213,CL-001213,Hermann-Josef,Kramer,1979-01-31,,Berlin,Germany,Web
1214,CL-001214,Sarina,Henschel,1974-04-15,Female,Düsseldorf,Germany,Referral
1215,CL-001215,Konstanze,Sölzer,2004-07-05,Female,Düsseldorf,Switzerland,Referral
1216,CL-001216,Miroslaw,Kallert,1957-10-26,Male,Frankfurt,Germany,Partner
1217,CL-001217,Olivia,Niemeier,2006-01-29,Female,Nürnberg,Germany,Referral
1218,CL-001218,Mirja,Segebahn,1990-08-21,Female,Düsseldorf,Germany,Referral
1219,CL-001219,Isidor,Mies,1951-10-04,Male,Bochum,Germany,Web
1220,CL-001220,Pasquale,Kitzmann,1951-10-30,Male,Köln,Germany,Referral
1221,CL-001221,Britt,Tschentscher,1977-07-02,Female,Frankfurt,Germany,Referral
1222,CL-001222,Ingolf,Gorlitz,2002-09-14,Male,Berlin,Germany,Event
1223,CL-001223,Sybilla,Riehl,2007-09-13,Female,Düsseldorf,Germany,Web
1224,CL-001224,Mara,Bonbach,1975-12-18,Female,Frankfurt,Germany,Partner
1225,CL-001225,Alf,Bruder,2004-08-17,Male,Stuttgart,Germany,Referral
1226,CL-001226,Rosl,Staude,1943-08-11,Female,Berlin,Germany,Referral
1227,CL-001227,Ortrud,Albers,1968-05-16,Female,Bochum,Germany,Referral
1228,CL-001228,Freddy,Schuchhardt,1956-01-22,,Berlin,Germany,Event
1229,CL-001229,Anne-Rose,Trommler,1950-08-02,Female,Essen,Germany,Referral
1230,CL-001230,Aenne,Harloff,1974-09-22,Female,Dortmund,Germany,Partner
1231,CL-001231,Henryk,Köster,1944-06-03,Male,Köln,Germany,Web
1232,CL-001232,Linus,Schweitzer,1985-09-06,Male,München,Austria,Referral
1233,CL-001233,Volker,Schmiedt,2002-06-03,Male,Köln,Germany,Partner
1234,CL-001234,Janet,Sorgatz,1973-07-04,Female,München,Germany,Web
1235,CL-001235,Albertine,Albers,1976-07-11,Female,Hamburg,Austria,Partner
1236,CL-001236,Kordula,Langern,1941-02-11,Female,Stuttgart,Germany,Partner
1237,CL-001237,Albina,Radisch,1989-06-15,Female,Leipzig,Germany,Referral
1238,CL-001238,Emmy,Reising,2006-10-29,Female,München,Germany,Web
1239,CL-001239,Friedo,Bachmann,1974-06-26,Male,Leipzig,Germany,Web
1240,CL-001240,Rudolf,Thanel,1986-03-06,Male,München,Germany,Web
1241,CL-001241,Hulda,Gieß,1947-08-04,Female,Berlin,Germany,Referral
1242,CL-001242,Trudel,Dietz,1975-12-29,Female,Berlin,Germany,Referral
1243,CL-001243,Clemens,Hendriks,1953-05-15,Male,München,Germany,Referral
1244,CL-001244,Lorenzo,Putz,1957-06-26,Male,Köln,Germany,Web
1245,CL-001245,Rupert,Klapp,1958-07-02,Male,Berlin,Germany,Referral
1246,CL-001246,Rena,Kruschwitz,1945-09-08,Female,Berlin,Germany,Referral
1247,CL-001247,Gunhild,Lachmann,1971-07-18,Female,Berlin,Germany,Referral
1248,CL-001248,Karl-Werner,Henk,2007-09-11,Male,Düsseldorf,Germany,Referral
1249,CL-001249,Nicolai,Hecker,1960-09-20,Male,Hamburg,Germany,Web
1250,CL-001250,Maritta,Butte,1984-10-17,Female,Düsseldorf,Germany,Referral
1251,CL-001251,Simone,Seip,1991-12-31,Female,Stuttgart,Germany,Web
1252,CL-001252,Anto,Davids,1967-11-21,,Stuttgart,Germany,Referral
1253,CL-001253,Halina,Kostolzin,1977-12-02,Female,Leipzig,Germany,Web
1254,CL-001254,Ivanka,Blümel,1983-08-22,Female,Stuttgart,Germany,Referral
1255,CL-001255,Adelbert,Tintzmann,1951-12-21,Male,Dortmund,Germany,Event
1256,CL-001256,Athanasios,Ortmann,1997-10-31,Male,Düsseldorf,Germany,Partner
1257,CL-001257,Ilka,Seidel,1993-09-07,Female,München,Germany,Web
1258,CL-001258,Guenther,Rosemann,2006-10-25,Male,München,Germany,Partner
1259,CL-001259,Simone,Dehmel,2001-03-14,Female,Köln,Germany,Partner
1260,CL-001260,Katalin,Berger,1955-12-11,Female,Berlin,Germany,Partner
1261,CL-001261,Desiree,Süßebier,2000-09-15,Female,Berlin,Germany,Web
1262,CL-001262,Käthi,Mülichen,1958-10-04,Female,Nürnberg,Germany,Referral
1263,CL-001263,Angelika,Bruder,1986-11-19,Female,Frankfurt,Germany,Referral
1264,CL-001264,Ursel,Holt,2001-07-04,Female,Frankfurt,Germany,Web
1265,CL-001265,Jörg-Peter,Rose,1985-02-03,Male,Leipzig,Germany,Web
1266,CL-001266,Alwina,Gieß,2003-07-06,Female,München,Germany,Partner
1267,CL-001267,Silvio,Jopich,1941-05-17,Male,Hannover,Germany,Referral
1268,CL-001268,Wenke,Hänel,1980-04-03,Female,Stuttgart,Germany,Web
1269,CL-001269,Bruni,Weller,1996-02-27,Female,Köln,Germany,Partner
1270,CL-001270,Michaela,Kruschwitz,2003-07-09,Female,Düsseldorf,Germany,Referral
1271,CL-001271,Arnim,Jacob,1951-05-13,Male,Frankfurt,Germany,Web
1272,CL-001272,Karl-Peter,Hendriks,1978-11-15,Male,Düsseldorf,Germany,Web
1273,CL-001273,Saskia,Krebs,1986-05-19,Female,Berlin,Austria,Referral
1274,CL-001274,Rosita,Reuter,1962-11-19,,Berlin,Germany,Referral
1275,CL-001275,Randolf,Wende,1990-08-25,,Berlin,Germany,Referral
1276,CL-001276,Christoph,Zobel,2007-07-29,Male,Frankfurt,Germany,Partner
1277,CL-001277,Marlies,Ullrich,1945-08-24,Female,Berlin,Germany,Partner
1278,CL-001278,James,Weinhage,2006-08-11,Male,Düsseldorf,Germany,Referral
1279,CL-001279,Hajo,Bloch,1946-12-15,Male,Berlin,Germany,Web
1280,CL-001280,Heinz-Jürgen,Heinrich,1997-05-19,Male,Hamburg,Germany,Event
1281,CL-001281,Annelie,Karge,1981-06-28,Female,Hamburg,Switzerland,Web
1282,CL-001282,Raphael,Schmiedecke,2005-04-15,Male,Köln,Germany,Partner
1283,CL-001283,Lilija,Kruschwitz,2006-03-30,Female,München,Switzerland,Referral
1284,CL-001284,Paulina,Junken,1942-04-29,Female,München,Germany,Partner
1285,CL-001285,Magret,Heydrich,1993-08-18,Female,München,Germany,Web
1286,CL-001286,Inka,Noack,1955-11-01,Female,München,Germany,Referral
1287,CL-001287,Gitta,Röhrdanz,2004-05-09,Female,Frankfurt,Germany,Referral
1288,CL-001288,Gönül,Löwer,1952-12-12,Female,München,Germany,Referral
1289,CL-001289,Hannchen,Sauer,1985-04-08,,Frankfurt,Germany,Referral
1290,CL-001290,Hanife,Caspar,1992-11-08,Female,Düsseldorf,Germany,Partner
1291,CL-001291,Elli,Hübel,1994-08-13,,Nürnberg,Germany,Web
1292,CL-001292,Fabian,Trüb,1945-04-24,Male,Dortmund,Germany,Web
1293,CL-001293,Annerose,Heuser,1950-10-21,Female,Hannover,Germany,Web
1294,CL-001294,Hanife,Trub,1993-08-26,Female,Berlin,Germany,Referral
1295,CL-001295,Magret,Fliegner,1990-08-23,Female,München,Germany,Web
1296,CL-001296,Hatice,Junck,1964-11-08,Female,München,Austria,Partner
1297,CL-001297,Bernt,Conradi,1940-08-30,Male,Köln,Austria,Partner
1298,CL-001298,Veronique,Jäntsch,1970-07-28,Female,Frankfurt,Germany,Web
1299,CL-001299,Hans Peter,Wesack,1958-09-01,Male,Köln,Switzerland,Partner
1300,CL-001300,Auguste,Eigenwillig,1946-04-01,Female,Berlin,Germany,Web
1301,CL-001301,Constance,Losekann,1970-11-08,Female,Berlin,Germany,Referral
1302,CL-001302,Krista,Röhricht,1975-03-07,Female,Köln,Germany,Referral
1303,CL-001303,Helma,Dobes,1942-02-04,Female,Hamburg,Germany,Partner
1304,CL-001304,Balthasar,Klapp,1978-01-09,Male,Düsseldorf,Germany,Partner
1305,CL-001305,Antonie,Schenk,1981-01-02,Female,Berlin,Germany,Referral
1306,CL-001306,Raisa,Junk,1999-01-31,Female,Hamburg,Germany,Event
1307,CL-001307,Hanne-Lore,Aumann,1960-03-02,Female,Hamburg,Germany,Web
1308,CL-001308,Harro,Kraushaar,1993-05-01,Male,Stuttgart,Germany,Web
1309,CL-001309,Annette,van der Dussen,2001-08-18,Female,Köln,Germany,Referral
1310,CL-001310,Karl-Hermann,Henk,1979-03-26,Male,Stuttgart,Germany,Web
1311,CL-001311,Johann,Geisler,1986-12-11,Male,Düsseldorf,Germany,Referral
1312,CL-001312,Hanife,Geisler,1949-10-03,Female,Köln,Austria,Referral
1313,CL-001313,Elzbieta,Jacobi Jäckel,1958-07-29,Female,Hannover,Germany,Referral
1314,CL-001314,Jeanette,Fiebig,1944-08-12,Female,Düsseldorf,Austria,Referral
1315,CL-001315,Charlotte,Lübs,1959-02-02,Female,Essen,Germany,Referral
1316,CL-001316,Heiko,Jacob,1973-04-05,Male,Düsseldorf,Germany,Partner
1317,CL-001317,Radmila,Buchholz,1964-11-18,Female,Stuttgart,Germany,Referral
1318,CL-001318,Fedor,Hentschel,1989-05-14,Male,Düsseldorf,Germany,Web
1319,CL-001319,Luzia,Oderwald,1980-09-19,Female,Essen,Germany,Referral
1320,CL-001320,Leszek,Gunpf,1971-06-20,Male,München,Germany,Referral
1321,CL-001321,Bernt,Ernst,1961-01-15,Male,Köln,Germany,Event
1322,CL-001322,Adolfine,Kroker,1962-12-01,Female,Essen,Austria,Web
1323,CL-001323,Sibilla,Scholl,1966-02-28,Female,Köln,Germany,Referral
1324,CL-001324,Romy,Jüttner,1970-04-07,Female,Dortmund,Germany,Event
1325,CL-001325,Gerdi,Losekann,1995-10-20,Female,Düsseldorf,Germany,Web
1326,CL-001326,Ruth,Siering,2006-08-09,Female,Düsseldorf,Austria,Referral
1327,CL-001327,Konstantin,Ernst,1960-10-02,Male,Leipzig,Germany,Referral
1328,CL-001328,Goran,Schleich,2004-10-08,Male,Köln,Germany,Referral
1329,CL-001329,Nick,Gute,1972-11-26,Male,Köln,Austria,Referral
1330,CL-001330,Gerwin,Gierschner,2005-12-12,Male,München,Austria,Web
1331,CL-001331,Hans-Uwe,Juncken,1960-02-21,Male,München,Germany,Partner
1332,CL-001332,Patrick,Täsche,1983-05-18,Male,Düsseldorf,Germany,Partner
